COD,VALOR_UNIDADE
017-9811-819,219.9
017-9811-857,209.9
017-9815-460,77.345
017-9817-460,74.1
017-9818-460,63.629999999999995
017-9825-006,129.99
017-9825-014,144.445
017-9825-026,126.35666666666667
017-9825-040,110.07111111111111
017-9825-120,154.945
017-9826-014,139.9
017-9826-060,149.99
017-9826-234,154.9
017-9831-024,134.43962962962956
017-9831-937,203.54307692307688
017-9831-998,178.762
017-9832-006,161.93689655172412
017-9832-068,135.70775862068953
017-9832-094,179.9
017-9833-006,239.89999999999984
017-9833-284,269.90000000000003
017-9834-016,284.80909090909097
017-9834-120,250.3697674418603
017-9939-006,150.5
017-9946-923,138.3075
017-9947-014,93.48
017-9951-460,22.39
017-9956-234,185.712
017-9956-338,184.44
017-9962-010,69.89999999999999
017-9963-006,69.9
018-0012-244,211.59
019-9517-002,109.9
019-9517-026,109.9
019-9528-006,345.36
019-9529-006,144.45
019-9529-016,173.79
019-9532-006,199.9
019-9540-006,189.9
019-9541-014,599.9
019-9545-006,99.9
019-9545-016,99.9
020-0207-006,29.7
020-0258-012,29.899999999999995
020-0258-014,29.9
020-0259-006,80.29765624999992
020-0271-006,29.900000000000002
020-0384-188,16.26
020-0968-074,34.29
020-0977-074,39.19
023-8658-799,86.615
023-8661-963,37.26851063829789
023-8662-289,66.75470588235294
023-8663-289,44.18642857142857
023-8681-289,51.81
023-8709-289,75.155
023-8732-972,117.54
023-8744-799,49.9
023-8756-799,14.9
023-8767-289,55.78714285714286
023-8768-799,50.334890510948725
023-8768-963,49.601111111111
023-8769-799,134.71823529411753
023-8769-963,136.85478260869564
023-8770-291,63.90666666666666
023-8770-972,64.56800000000001
023-8770-973,64.16625
023-8771-799,36.49579310344819
023-8771-962,35.62910256410252
023-8771-963,35.70803680981591
023-8772-799,155.972
023-8772-962,149.99
023-8772-963,152.04888888888888
023-8773-983,76.09
023-8776-289,39.9
023-8777-289,39.9
025-0924-064,223.92
025-1684-006,86.63333333333333
025-1916-044,18.30666666666667
025-1916-318,14.881
025-2849-006,49.99
025-2969-014,9.426607142857142
025-3264-010,952.79
025-3335-092,19.82857142857143
025-3703-862,83.28500000000001
025-4197-014,15.99
025-4270-006,29.9
025-4400-223,9.664210526315792
025-4400-890,9.9
025-4631-028,9.323333333333332
025-6170-006,335.92
025-9699-014,139.92
026-0024-028,99.9
026-0025-028,89.9
026-0026-006,89.90000000000002
026-0501-844,114.9
026-0693-010,69.9
026-2600-006,89.90000000000002
026-4490-262,62.17
026-5070-172,119.9
026-5602-006,119.9
026-5800-006,119.89999999999999
026-6016-256,119.9
026-7001-014,99.9
026-8001-014,89.9
027-9019-014,39.563
027-9020-012,44.945
027-9020-060,33.0
027-9028-014,149.35600000000002
027-9030-006,259.9428571428572
027-9030-008,282.6725
027-9030-014,263.65600000000006
027-9031-008,219.654
027-9031-014,173.0465
027-9032-008,294.1093749999999
027-9032-014,269.98163934426213
027-9034-014,143.41625
027-9040-014,142.4
027-9043-014,25.452
027-9046-008,132.99
028-9436-789,98.81333333333333
028-9468-006,98.85239130434779
028-9468-342,88.93166666666666
028-9554-012,71.04
028-9556-310,131.91
028-9569-030,76.5825
028-9575-064,48.23666666666667
028-9575-338,59.9
028-9576-058,78.57921052631578
028-9580-006,319.9
028-9582-008,86.58
028-9582-024,87.6522580645161
028-9582-044,98.29333333333334
028-9582-056,79.92
028-9582-058,74.75620689655169
028-9582-154,99.9
028-9582-304,99.90000000000002
028-9586-060,84.7208695652174
028-9586-264,98.9
028-9586-793,89.91
028-9588-006,179.45999999999998
028-9588-012,159.92
028-9588-138,181.72562499999998
028-9590-006,50.49857142857144
028-9590-066,49.92694117647056
028-9590-188,54.6575
028-9591-888,96.0
028-9595-012,65.415625
028-9595-016,51.14031249999992
028-9597-066,113.63999999999999
028-9598-012,84.11648241206092
028-9598-016,99.8423684210525
028-9599-216,87.45
028-9602-016,85.4
028-9605-244,92.08874999999999
028-9606-338,99.99
028-9610-888,83.44285714285715
028-9635-460,9.4
028-9669-460,19.9
028-9682-006,112.61195121951206
028-9684-162,138.32333333333335
028-9687-977,139.30857142857144
028-9688-338,55.07866666666655
028-9692-205,101.32439393939384
028-9692-939,139.9
028-9713-006,129.93599999999998
028-9713-244,143.09428571428575
028-9713-401,118.00588235294119
028-9719-042,279.92
028-9720-012,140.7015176151761
028-9720-026,145.897870967742
028-9720-058,169.9
028-9720-088,160.888
028-9720-205,142.01398648648652
028-9720-240,141.67066666666668
028-9720-446,148.66272727272727
028-9727-008,24.271
028-9739-016,9.96
028-9751-006,199.9
028-9753-314,108.82
028-9765-543,169.90000000000003
028-9769-978,88.07
028-9771-026,177.10999999999999
028-9771-058,159.2
028-9772-012,153.52714285714288
028-9773-138,199.9
028-9774-004,169.90000000000003
028-9775-006,129.9
028-9780-012,123.79210526315792
028-9781-010,99.2
028-9782-012,91.67363636363638
028-9784-198,112.0627272727273
028-9785-008,119.81818181818184
028-9787-016,143.39333333333332
028-9787-338,99.49
028-9788-008,129.9
028-9789-006,84.24
028-9790-006,120.48321428571428
028-9790-008,111.2
028-9790-012,121.12857142857145
028-9791-270,85.09038461538461
028-9792-010,83.99
028-9794-012,109.82857142857144
028-9794-244,68.09487179487168
028-9794-338,97.48
028-9796-012,144.9
028-9796-338,79.99
028-9907-006,169.0
028-9917-012,95.93599999999999
028-9917-338,71.07689655172416
028-9929-026,161.1
028-9930-026,125.41666666666667
028-9930-028,101.99
028-9932-012,120.39999999999999
028-9933-006,95.46428571428571
028-9933-012,97.2826530612245
028-9933-014,98.60400000000001
028-9934-036,151.2
028-9934-172,189.0
028-9935-010,99.0
028-9937-342,107.1
028-9938-006,153.70000000000002
028-9940-008,229.0
028-9940-138,229.0
028-9951-018,149.0
030-8470-016,138.04
030-8520-014,99.9
030-8521-014,99.9
030-8525-014,169.9
031-1659-014,22.28
031-1659-026,22.28
031-1660-026,35.96
032-0023-068,29.9
032-0023-108,30.901538461538458
032-0023-274,29.900000000000002
032-0023-470,29.89999999999999
032-0025-006,49.9
032-0267-006,82.87647058823529
032-0276-138,83.9
032-0487-172,237.99
032-0509-058,36.9
032-0583-114,119.9
032-0584-044,85.9
032-0585-114,249.0
032-0590-042,179.9
032-0596-096,183.945
032-0705-050,166.56666666666672
032-2006-064,29.1
032-4010-014,5.0
032-5112-006,39.90000000000001
032-5112-008,39.869696969696975
032-5112-028,39.90000000000006
032-6610-010,27.775000000000002
032-6710-060,26.5975
033-0005-042,129.496
033-0006-042,67.75714285714287
033-0014-138,149.9
033-9871-042,76.62176470588234
033-9886-044,114.9
033-9891-120,140.12625000000003
033-9893-401,429.9
033-9898-206,419.9
033-9957-062,49.99
033-9957-096,45.82333333333333
033-9957-412,35.99
033-9961-042,325.0
033-9966-028,139.99
033-9973-042,98.99
033-9974-118,144.49
033-9977-819,123.24000000000001
033-9982-002,117.98999999999998
033-9984-042,154.99
033-9985-076,105.58999999999999
033-9993-166,116.65666666666665
033-9997-888,140.115
034-0158-016,35.614285714285714
035-9208-460,71.9
035-9210-460,32.7
035-9218-460,35.93
035-9227-460,57.1
035-9229-460,31.945
035-9233-460,45.3
036-7880-833,27.9
036-7881-833,146.5666666666667
036-7894-882,29.9
036-7917-006,34.9
037-9509-310,199.0
037-9512-118,160.17666666666668
037-9513-178,164.802
037-9541-006,143.92
037-9542-006,159.92
037-9543-006,151.92
037-9546-002,104.4
037-9548-008,43.71000000000001
037-9549-010,39.9
037-9555-050,180.5
037-9555-118,171.47
037-9559-038,163.4763157894737
037-9563-006,190.90333333333334
037-9564-006,200.0883333333334
037-9570-006,109.0
037-9576-006,225.88000000000002
037-9576-118,201.4
037-9586-014,49.165
037-9587-006,60.53333333333333
037-9590-006,41.9
037-9592-022,72.9
037-9596-006,78.4
037-9598-008,47.14
037-9603-006,182.7775
037-9603-014,222.13333333333333
037-9605-038,99.9
037-9606-006,23.9
037-9606-014,23.9
037-9606-018,19.516666666666666
037-9607-008,56.99
037-9618-162,71.9
037-9628-012,75.9
037-9633-030,23.74
037-9633-060,22.604999999999997
037-9634-006,38.99
037-9634-014,33.94
037-9635-006,16.915
037-9635-012,9.7
037-9636-006,26.566666666666663
037-9637-042,49.945
037-9637-044,49.99
037-9637-338,37.915
037-9638-024,51.92
037-9638-164,64.99
037-9640-020,43.4875
037-9640-152,44.63461538461539
037-9641-010,50.99
037-9642-008,55.99
037-9642-352,63.02
037-9643-008,55.4975
037-9643-012,63.202999999999996
037-9643-018,55.92
037-9663-012,41.9
037-9665-314,29.893913043478253
037-9668-284,95.988
037-9692-012,53.21
037-9697-006,95.94
037-9702-006,132.9
037-9703-010,52.915000000000006
037-9703-012,57.405
037-9714-006,119.9
037-9719-792,19.63
037-9720-792,34.9
038-9266-012,99.9
038-9309-066,92.405
038-9312-006,106.99
038-9314-012,139.9
038-9353-411,96.65666666666665
038-9353-563,99.9
038-9367-058,123.64
038-9387-006,107.24
038-9389-219,76.79
038-9393-012,49.9
038-9397-010,149.9
038-9411-026,129.99
038-9413-018,84.99
038-9413-717,84.99
038-9421-668,119.99
038-9428-338,139.9
038-9440-338,159.945
038-9504-138,174.9
038-9523-219,78.7
038-9554-008,139.9
038-9566-008,110.415
038-9575-070,159.9
038-9586-018,159.9
038-9662-008,109.9
038-9684-106,153.65666666666667
038-9685-026,99.74
038-9689-178,87.74
038-9690-310,90.99
038-9694-012,100.59
038-9695-216,112.63333333333333
038-9696-128,73.76777777777778
038-9697-006,109.0
038-9699-012,131.90666666666667
038-9700-076,99.99
038-9701-474,104.99
038-9702-474,99.99
038-9703-208,127.79333333333334
038-9704-717,89.49
038-9707-778,119.9
038-9708-219,98.99
038-9710-006,169.9
038-9711-937,129.99
038-9712-018,119.99
038-9715-216,129.99
038-9719-778,115.18999999999998
038-9720-198,114.2757142857143
038-9721-300,119.99
038-9722-012,116.99
038-9723-006,127.4675
038-9726-300,109.945
038-9727-937,125.06142857142858
038-9728-006,109.99
038-9730-012,159.99
038-9732-178,128.5614285714286
038-9733-012,169.99
038-9734-006,110.35333333333334
038-9736-338,123.2757142857143
038-9740-018,114.99000000000001
038-9741-106,120.465
038-9743-778,129.9
038-9745-178,113.99
038-9746-006,159.99
038-9747-012,107.99
038-9750-338,149.99
038-9752-060,137.10999999999999
038-9767-888,149.99
038-9773-016,199.9
038-9775-888,143.91
038-9787-014,199.9818181818182
038-9789-006,149.945
038-9790-178,149.972
038-9791-888,179.99
038-9793-300,119.56142857142858
038-9819-008,139.99
038-9822-006,119.99
038-9822-014,169.9
038-9823-026,136.445
038-9823-818,139.9
038-9824-219,169.9
038-9825-338,129.99
038-9826-006,109.74000000000001
038-9826-300,137.27555555555557
038-9829-018,119.99
040-0070-096,53.3725
040-0074-014,29.9
040-0142-056,299.9
040-0150-138,76.54333333333335
040-0224-008,189.9
040-0224-172,189.9
040-1001-192,31.045
040-1004-030,19.1
040-1375-030,43.5
043-8979-020,117.87
043-8980-038,139.9
043-8980-174,149.99
043-8989-292,184.9
043-8990-939,136.23222222222225
043-8991-006,152.3892857142857
043-8991-008,189.9
043-8991-016,178.9
043-8991-270,179.7175
043-8992-006,118.345
043-8992-008,179.99
043-8992-060,176.172
043-8992-129,118.66571428571429
043-8992-306,133.358
043-8992-346,144.34599999999998
043-8992-860,100.45000000000003
043-9078-014,69.9
043-9095-024,104.49
043-9096-002,184.29904761904754
043-9096-030,119.9
043-9096-108,161.6413333333334
043-9097-034,132.97999999999996
043-9097-152,184.9
043-9097-832,189.99
043-9100-152,108.62538461538462
043-9100-492,136.5666666666667
043-9106-274,99.9
043-9107-344,132.725
043-9107-937,120.99000000000001
043-9182-188,55.99
043-9183-188,58.748000000000005
043-9184-006,61.937037037037044
043-9184-010,57.73272727272727
043-9193-014,35.321999999999996
043-9208-338,28.680937500000002
043-9209-338,36.840833333333336
043-9219-014,35.221428571428575
043-9223-384,88.47200000000001
043-9230-234,104.24
043-9231-006,135.74115384615385
043-9231-014,137.474
043-9231-112,159.99
043-9232-036,159.99
043-9232-080,149.4030158730158
043-9232-180,130.68428571428572
043-9236-016,152.9
043-9247-038,102.45774193548384
043-9247-180,89.84914285714281
043-9247-216,99.79499999999996
043-9248-852,79.9
043-9250-393,141.98812500000003
043-9250-937,117.33055555555555
043-9250-978,146.9
043-9253-393,90.88155038759709
043-9253-847,81.17566801619446
043-9254-240,92.49
043-9255-068,149.81199999999998
043-9255-174,133.45
043-9256-008,88.76658536585354
043-9256-926,95.96650000000002
043-9256-937,90.82641414141409
043-9304-006,81.99208333333327
043-9304-016,79.43230769230769
043-9307-172,59.9
043-9311-016,39.9
043-9324-030,103.43545454545455
043-9325-088,121.30933333333336
043-9325-304,120.856
043-9326-010,144.99
043-9326-937,125.372
043-9328-120,92.39407407407406
043-9328-991,93.86166666666666
043-9330-189,113.93666666666668
043-9330-364,81.9525
043-9330-997,101.45000000000002
043-9331-152,118.42083333333333
043-9331-937,81.64714285714287
043-9331-997,81.46222222222222
043-9333-118,81.18287356321824
043-9333-791,121.29666666666667
043-9338-010,189.0
043-9344-028,179.89
043-9354-198,84.77672514619873
043-9354-223,81.70847682119191
043-9355-006,81.50762048192816
043-9355-108,95.80938461538447
043-9355-314,83.27634674922638
043-9355-852,105.87624999999997
043-9356-252,82.81538793103455
043-9356-852,72.99227777777767
043-9357-008,94.72975609756078
043-9357-038,83.74181102362219
043-9357-128,86.73519287833876
043-9366-120,149.99
043-9368-026,185.96608695652162
043-9368-080,172.36583333333328
043-9369-002,173.89044943820213
043-9369-012,187.6932786885245
043-9369-818,174.39620000000002
043-9386-989,129.9
043-9389-026,66.4203558718861
043-9392-006,66.10000000000001
043-9393-006,67.98349999999992
043-9394-002,62.599090909090926
043-9396-112,249.99
043-9398-128,134.9
043-9398-174,134.90000000000003
043-9399-794,144.9
043-9400-118,246.29333333333332
043-9400-223,238.9
043-9401-006,246.4614285714285
043-9401-068,240.41
043-9416-234,134.9
043-9416-314,134.9
043-9417-152,124.89999999999999
043-9418-108,128.9
043-9418-172,131.91285714285715
043-9418-174,128.9
043-9420-172,139.9
043-9420-270,144.9
043-9421-076,139.9
043-9440-064,119.9
043-9441-006,129.9
043-9447-006,179.9
043-9448-012,129.9
043-9453-014,199.99
043-9456-006,249.99
043-9458-014,169.92999999999998
043-9459-006,165.6714285714286
043-9467-036,143.44772727272715
043-9468-112,144.65666666666667
043-9470-030,89.99
043-9472-030,121.35222222222222
043-9473-030,185.32333333333335
043-9474-030,111.74
043-9475-030,102.99
043-9476-030,175.99
043-9478-006,143.91
043-9478-014,138.92142857142855
043-9479-008,189.9
043-9480-006,139.99
043-9481-006,134.216
043-9481-008,137.10250000000002
043-9481-010,129.774
043-9482-006,162.99
043-9482-010,196.54666666666665
043-9482-014,161.41
043-9483-010,131.97714285714287
043-9483-064,138.50666666666666
043-9483-266,133.02777777777777
043-9483-862,116.99000000000001
043-9484-006,161.83
043-9484-008,144.69000000000003
043-9484-012,124.97222222222223
043-9485-008,169.9
043-9485-018,161.405
043-9485-266,160.55499999999998
043-9487-018,134.89285714285714
043-9488-006,229.90666666666667
043-9488-040,249.99
043-9488-042,226.408
043-9489-198,124.99
043-9490-006,138.945
043-9491-006,199.99
043-9491-008,199.9
043-9493-006,151.7
043-9493-014,149.3425
043-9493-793,166.62666666666667
043-9494-006,149.99
043-9495-006,110.49
043-9495-008,123.49000000000001
043-9495-010,169.9
043-9495-012,151.33599999999998
043-9496-006,158.34666666666666
043-9498-008,169.945
043-9499-006,146.24
043-9499-010,149.99
043-9500-006,127.39000000000001
043-9501-006,149.07777777777778
043-9501-010,126.74000000000001
043-9501-026,134.89000000000001
043-9501-266,129.99
043-9504-198,199.9
043-9505-008,143.29333333333332
043-9505-010,169.9
043-9505-040,169.99
043-9506-492,179.9
043-9507-026,158.9
043-9507-058,167.5666666666667
043-9514-405,156.5
043-9516-014,197.47500000000002
043-9519-006,196.33090909090913
043-9523-008,178.40750000000003
043-9528-014,199.945
043-9530-006,126.66500000000003
043-9531-006,47.84888888888888
043-9538-006,242.20465648855023
043-9540-014,229.14166666666668
043-9542-006,261.760588235294
043-9543-014,250.82416666666657
043-9547-014,127.93263157894738
043-9553-026,139.99
043-9554-002,159.99
043-9555-216,159.99
043-9557-128,159.99
043-9560-118,139.99
043-9561-172,139.99
043-9562-002,148.49
043-9562-128,139.99
043-9563-006,135.32333333333335
043-9563-172,139.99
043-9563-260,139.99
043-9564-006,132.99
043-9564-172,139.99
043-9564-260,135.32333333333335
043-9566-014,135.99
043-9567-002,168.62105263157886
043-9567-028,174.33285714285716
043-9568-006,169.99
043-9568-016,169.99
043-9569-002,179.99
043-9569-008,170.99
043-9569-028,179.99
043-9570-118,124.87
043-9571-006,158.65666666666667
043-9571-014,160.07333333333335
043-9571-016,152.99
043-9572-002,169.49
043-9572-008,170.99
043-9573-006,159.9
043-9573-008,147.9
043-9574-006,129.9
044-3389-004,15.9
044-3389-006,15.9
044-3389-010,15.9
044-3389-012,15.9
044-3397-014,35.9
044-3398-026,39.190000000000005
044-3398-080,34.99
044-3398-240,39.17
044-3398-244,49.9225
044-3398-852,39.32333333333333
044-3399-028,37.99285714285714
044-3399-058,39.19307692307693
044-3399-108,45.975
044-3399-128,29.9
044-3401-006,36.806
044-3401-008,37.054285714285705
044-3401-014,34.05833333333333
044-3401-128,39.655384615384605
044-3401-158,39.9
044-3401-172,38.691666666666656
044-3402-006,37.445
044-3402-012,34.99
044-3402-088,33.165000000000006
044-3402-128,36.37500000000001
044-3413-008,29.945
044-3413-016,29.99
044-3413-034,28.463333333333335
044-3414-006,35.9
044-3414-016,35.9
044-3417-006,19.23333333333333
044-3423-006,71.9
044-3423-016,69.23333333333333
044-3429-014,19.9
044-3429-016,51.9
044-3429-040,51.9
044-3429-060,27.99
044-3439-006,9.9
044-3439-014,9.9
044-3439-188,9.9
044-3440-138,11.9
044-3441-138,11.9
044-3442-006,10.9
044-3442-014,10.9
044-3442-158,10.9
044-3442-188,10.9
044-3446-004,21.9
044-3446-006,21.9
044-3446-138,21.9
044-3450-006,21.9
044-3450-158,19.9
044-3465-006,9.155000000000001
044-3465-008,14.9
044-3465-012,11.66
044-3465-016,14.9
044-3465-162,14.9
044-3466-014,20.9
044-3467-028,26.99
044-3467-080,28.467499999999998
044-3467-216,29.524285714285718
044-3467-432,23.9
044-3477-040,21.389999999999997
044-3477-114,19.99
044-3477-244,25.929999999999996
044-3485-006,19.9
044-3485-012,24.99
044-3485-014,19.200000000000003
044-3488-188,49.275
044-3491-006,18.9
044-3491-008,18.9
044-3491-010,18.9
044-3491-014,18.9
044-3491-162,18.9
044-3491-879,18.9
044-3493-006,18.900000000000002
044-3493-010,18.9
044-3493-012,18.9
044-3493-879,18.9
044-3496-006,27.9
044-3506-014,10.9
044-3509-014,11.9
044-3510-010,26.899999999999995
044-3510-014,26.9
044-3514-006,11.9
044-3514-158,11.9
044-3515-014,24.316666666666666
044-3515-158,25.899999999999995
044-3520-158,19.9
044-3527-012,89.9
044-3536-008,49.9
044-3553-006,26.444999999999997
044-3553-014,28.9
044-3558-006,29.5
044-3558-012,31.899999999999995
044-3559-012,23.99
044-3560-008,31.9
044-3560-030,31.9
044-3568-006,29.9
044-3568-008,29.9
044-3568-012,29.9
044-3572-012,15.9
044-3574-028,26.91
044-3574-066,29.9
044-3574-108,29.9
044-3583-012,24.17
044-3586-014,111.9
044-3587-010,29.9
044-3588-006,58.99
044-3589-060,29.99
044-3590-006,22.39
044-3590-010,29.99
044-3591-012,26.09
044-3593-006,56.558749999999996
044-3594-006,59.9
044-3594-008,50.14
044-3594-010,91.9
044-3595-008,91.9
044-3595-042,56.040000000000006
044-3596-006,43.99
044-3596-010,49.99
044-3598-008,50.92
044-3598-026,51.913333333333334
044-3599-006,40.99
044-3605-006,36.9
044-3606-006,38.9
044-3606-014,38.9
044-3607-006,40.9
044-3607-010,40.9
044-3607-012,40.9
044-3610-782,21.55
044-3612-014,37.578
044-3612-023,41.40571428571429
044-3612-028,30.20714285714286
044-3612-111,39.1664705882353
044-3613-006,15.9
044-3613-375,15.9
044-3654-012,20.9
044-3659-006,45.9
044-3666-026,68.1525
044-3667-006,66.19999999999999
044-3667-014,50.73863636363637
044-3667-026,66.654
044-3667-058,65.57900000000001
044-3667-066,69.89999999999999
044-3668-026,39.940000000000005
044-3668-044,39.101111111111116
044-3668-128,49.9
044-3668-158,41.52333333333333
044-3668-226,40.690588235294115
044-3669-014,68.15166666666666
044-3669-058,53.30833333333334
044-3669-158,68.50066666666665
044-3670-008,56.11166666666667
044-3670-014,47.900555555555556
044-3670-044,59.9
044-3670-058,59.9
044-3671-024,40.58384615384615
044-3671-028,39.46190476190476
044-3671-066,42.24
044-3671-096,41.13894736842106
044-3671-118,54.97923076923075
044-3677-010,11.9
044-3718-006,28.921000000000003
044-3718-012,37.70428571428572
044-3718-014,29.959999999999997
044-3719-010,29.99
044-3720-006,19.7
044-3720-008,22.341428571428573
044-3720-014,28.964285714285715
044-3720-016,19.542105263157893
044-3720-342,19.825
044-3721-006,28.37461538461539
044-3721-012,29.75
044-3721-014,24.80142857142857
044-3722-006,27.99
044-3722-188,29.99
